,entry_time,exit_time,direction,entry_price,exit_price,return,exit_reason
0,2020-07-22 22:59:00,2020-07-24 22:59:00,1.0,9509.499999999998,9533.92,0.0005679583574322408,Hold
1,2020-07-26 10:59:00,2020-07-27 16:49:00,1.0,10014.003999999999,10514.7042,0.04800000000000012,TP
2,2020-07-27 16:59:00,2020-07-27 22:10:00,1.0,10731.400679999999,11267.970714,0.04800000000000003,TP
3,2020-08-01 05:59:00,2020-08-02 04:39:00,1.0,11614.813209999998,11382.516945799998,-0.02200000000000002,SL
4,2020-08-17 13:59:00,2020-08-18 14:29:00,1.0,12131.619499999999,11888.987109999998,-0.022000000000000054,SL
5,2020-08-25 17:59:00,2020-08-26 14:02:00,-1.0,11219.639130000001,11444.031912600001,-0.021999999999999992,SL
6,2020-09-03 12:59:00,2020-09-03 23:29:00,-1.0,10808.11107,10267.7055165,0.048000000000000057,TP
7,2020-09-03 23:59:00,2020-09-04 00:37:00,-1.0,10130.70915,10333.323333,-0.02199999999999997,SL
8,2020-10-08 14:59:00,2020-10-10 14:59:00,1.0,10923.332419999999,11352.0,0.03724329714759347,Hold
9,2020-10-12 13:59:00,2020-10-14 13:59:00,1.0,11500.56908,11530.98,0.0006442969724764491,Hold
10,2020-10-19 15:59:00,2020-10-21 12:48:00,1.0,11811.8,12402.39,0.048000000000000015,TP
11,2020-10-21 14:59:00,2020-10-23 14:59:00,1.0,12742.74001,12932.08,0.012858655975984274,Hold
12,2020-10-27 11:59:00,2020-10-28 12:40:00,1.0,13463.249799999998,13193.984803999998,-0.021999999999999992,SL
13,2020-10-31 09:59:00,2020-11-02 08:34:00,1.0,13907.133239999997,13628.990575199998,-0.021999999999999985,SL
14,2020-11-03 23:59:00,2020-11-04 02:38:00,1.0,14037.55353,13756.8024594,-0.021999999999999957,SL
15,2020-11-04 16:59:00,2020-11-05 12:23:00,1.0,14038.03401,14739.9357105,0.048000000000000036,TP
16,2020-11-05 22:59:00,2020-11-06 20:20:00,1.0,15550.514979999998,15239.504680399998,-0.022000000000000033,SL
17,2020-11-12 09:59:00,2020-11-12 10:57:00,1.0,16065.038989999997,15743.738210199997,-0.022,SL
18,2020-11-17 11:59:00,2020-11-18 03:49:00,1.0,17012.05506,17862.657812999998,0.04799999999999995,TP
19,2020-11-18 03:59:00,2020-11-18 05:34:00,1.0,18048.74071,17687.7658958,-0.021999999999999943,SL
20,2020-11-20 14:59:00,2020-11-22 08:55:00,1.0,18649.610979999998,18276.618760399997,-0.02200000000000004,SL
21,2020-11-24 09:59:00,2020-11-25 23:15:00,1.0,19002.133149999998,18622.090486999998,-0.022000000000000013,SL
22,2020-12-15 00:59:00,2020-12-16 13:45:00,1.0,19414.334939999997,20385.051687,0.04800000000000012,TP
23,2020-12-16 13:59:00,2020-12-16 22:18:00,1.0,20339.829509999996,21356.820985499995,0.04799999999999996,TP
24,2020-12-19 16:59:00,2020-12-20 00:20:00,1.0,23990.44648,23510.6375504,-0.021999999999999992,SL
25,2021-01-06 04:59:00,2021-01-06 07:45:00,1.0,35361.23591,34654.011191800004,-0.021999999999999978,SL
26,2021-01-08 10:59:00,2021-01-08 15:33:00,1.0,40762.171449999994,39946.92802099999,-0.022000000000000047,SL
27,2021-01-21 22:59:00,2021-01-22 01:09:00,-1.0,30882.26682,29338.153479,0.048,TP
28,2021-02-06 00:59:00,2021-02-06 15:51:00,1.0,38779.660919999995,40718.643965999996,0.048000000000000036,TP
29,2021-02-08 12:59:00,2021-02-08 13:10:00,1.0,43027.05407,42166.5129886,-0.02199999999999997,SL
