,entry_time,exit_time,direction,entry_price,exit_price,return,exit_reason
0,2024-02-11 03:59:00,2024-02-11 07:43:00,1.0,48568.129609999996,48082.44831389999,-0.012000000000000068,SL
1,2024-02-12 00:59:00,2024-02-12 02:37:00,1.0,48652.60399999999,48166.077959999995,-0.01199999999999994,SL
2,2024-02-12 14:59:00,2024-02-13 14:59:00,1.0,48846.797999999995,48692.16,-0.005165775574480681,Hold
3,2024-02-14 08:59:00,2024-02-15 08:59:00,1.0,50808.757999999994,51934.01,0.02014681177603294,Hold
4,2024-02-26 15:59:00,2024-02-27 15:59:00,1.0,52895.162319999996,56745.66,0.07079489297538483,Hold
5,2024-02-28 07:59:00,2024-02-29 07:59:00,1.0,58299.34109999999,62707.17,0.07360683906254317,Hold
6,2024-03-04 00:59:00,2024-03-05 00:59:00,1.0,63522.7593,68034.01,0.06901786430111824,Hold
7,2024-03-05 14:59:00,2024-03-05 15:05:00,1.0,68779.12041,68091.32920590001,-0.01199999999999992,SL
8,2024-03-11 07:59:00,2024-03-12 07:59:00,1.0,71091.00998999999,72121.1,0.012489736608678255,Hold
9,2024-04-17 14:59:00,2024-04-17 18:22:00,-1.0,61218.38034,61830.564143400006,-0.012000000000000047,SL
10,2024-04-30 19:59:00,2024-04-30 20:04:00,-1.0,59233.657049999994,59825.9936205,-0.012000000000000056,SL
11,2024-05-01 07:59:00,2024-05-01 12:10:00,-1.0,57442.49001,58016.9149101,-0.011999999999999981,SL
12,2024-05-20 19:59:00,2024-05-20 20:46:00,1.0,70069.98999,69369.2900901,-0.012000000000000087,SL
13,2024-05-20 23:59:00,2024-05-21 01:23:00,1.0,71518.06661999998,70802.88595379998,-0.012000000000000026,SL
14,2024-06-18 01:59:00,2024-06-18 04:20:00,-1.0,65068.856009999996,65719.5445701,-0.012000000000000049,SL
15,2024-06-24 09:59:00,2024-06-25 09:59:00,-1.0,61340.87772,61468.01,-0.004072553975838435,Hold
16,2024-07-04 01:59:00,2024-07-04 02:44:00,-1.0,58502.5389,59087.564289,-0.012000000000000037,SL
17,2024-07-04 08:59:00,2024-07-04 15:53:00,-1.0,57630.77154,58207.0792554,-0.011999999999999972,SL
18,2024-07-05 02:59:00,2024-07-05 15:06:00,-1.0,55710.55368,56267.6592168,-0.012000000000000028,SL
19,2024-08-05 01:59:00,2024-08-05 16:13:00,-1.0,54378.21735,54921.9995235,-0.012000000000000063,SL
20,2024-09-06 14:59:00,2024-09-07 14:59:00,-1.0,54678.50676,54632.17,-0.001152559886037416,Hold
21,2024-10-14 22:59:00,2024-10-15 01:20:00,1.0,66520.454,65855.24945999999,-0.012000000000000092,SL
22,2024-10-15 13:59:00,2024-10-15 14:20:00,1.0,67725.658,67048.40142,-0.012000000000000018,SL
23,2024-10-16 11:59:00,2024-10-16 13:39:00,1.0,67962.61472,67282.9885728,-0.012000000000000063,SL
24,2024-10-18 14:59:00,2024-10-19 14:59:00,1.0,68495.40697999999,68300.01,-0.004852701934555182,Hold
25,2024-10-28 19:59:00,2024-10-29 19:59:00,1.0,69699.60998,72536.16,0.03869678468522199,Hold
26,2024-11-06 03:59:00,2024-11-06 07:42:00,1.0,74422.87852999999,73678.64974469999,-0.012000000000000023,SL
27,2024-11-06 18:59:00,2024-11-07 06:07:00,1.0,75305.21999,74552.1677901,-0.012000000000000064,SL
28,2024-11-10 04:59:00,2024-11-11 04:59:00,1.0,79201.14202,81440.01,0.02626812749031615,Hold
29,2024-11-11 15:59:00,2024-11-12 15:59:00,1.0,84143.59953999998,86632.0,0.02757325897161185,Hold
30,2024-11-13 14:59:00,2024-11-13 15:06:00,1.0,91599.50799999999,90683.51291999998,-0.012000000000000087,SL
31,2024-11-19 17:59:00,2024-11-19 21:20:00,1.0,92946.61375999998,92017.14762239998,-0.012000000000000005,SL
32,2024-11-21 03:59:00,2024-11-22 03:59:00,1.0,95893.91811999999,98836.5,0.028685802996574992,Hold
33,2024-12-05 02:59:00,2024-12-05 18:57:00,1.0,101349.43818999999,100335.94380809998,-0.012000000000000037,SL
34,2024-12-15 23:59:00,2024-12-16 12:49:00,1.0,104568.45399,103522.7694501,-0.012000000000000012,SL
35,2024-12-30 14:59:00,2024-12-30 17:32:00,-1.0,91792.10601,92710.0270701,-0.011999999999999934,SL
36,2025-01-13 10:59:00,2025-01-13 15:13:00,-1.0,91553.31504,92468.84819040001,-0.012000000000000064,SL
37,2025-01-20 06:59:00,2025-01-20 12:17:00,1.0,107593.98649999998,106518.04663499998,-0.012000000000000071,SL
38,2025-02-24 22:59:00,2025-02-25 22:59:00,-1.0,92339.62793999999,88807.64,0.03624996936629407,Hold
39,2025-02-26 18:59:00,2025-02-26 22:03:00,-1.0,84174.68106,85016.4278706,-0.012000000000000018,SL
40,2025-02-28 01:59:00,2025-02-28 02:05:00,-1.0,81579.88845,82395.6873345,-0.012000000000000089,SL
41,2025-02-28 02:59:00,2025-02-28 13:36:00,-1.0,80724.6945,81531.941445,-0.012000000000000078,SL
42,2025-03-10 17:59:00,2025-03-10 19:33:00,-1.0,78381.45009,79165.2645909,-0.012,SL
