,entry_time,exit_time,direction,entry_price,exit_price,return,exit_reason
0,2020-08-01 05:59:00,2020-08-02 04:38:00,1.0,11614.813209999998,11440.591011849998,-0.017000000000000057,SL
1,2020-08-17 13:59:00,2020-08-18 13:59:00,1.0,12131.619499999999,12154.54,-0.00011068093587983082,Hold
2,2020-09-03 12:59:00,2020-09-03 23:29:00,-1.0,10808.11107,10267.7055165,0.048000000000000057,TP
3,2020-09-03 23:59:00,2020-09-04 00:15:00,-1.0,10130.70915,10282.669787249999,-0.01699999999999984,SL
4,2020-10-10 02:59:00,2020-10-11 02:59:00,1.0,11395.5842,11352.84,-0.00575094415958062,Hold
5,2020-10-12 13:59:00,2020-10-13 13:59:00,1.0,11500.56908,11349.69,-0.015119270790032837,Hold
6,2020-10-19 15:59:00,2020-10-20 15:59:00,1.0,11811.8,11926.4,0.007702162244535158,Hold
7,2020-10-21 02:59:00,2020-10-21 14:22:00,1.0,12132.630509999999,12739.2620355,0.04800000000000007,TP
8,2020-10-21 14:59:00,2020-10-22 14:59:00,1.0,12742.74001,12925.13,0.0123132473751224,Hold
9,2020-10-27 11:59:00,2020-10-28 11:59:00,1.0,13463.249799999998,13318.33,-0.01276410243832792,Hold
10,2020-10-31 09:59:00,2020-10-31 10:26:00,1.0,13907.133239999997,13698.526241399997,-0.01700000000000002,SL
11,2020-11-03 23:59:00,2020-11-04 00:59:00,1.0,14037.55353,13826.990227049999,-0.017000000000000032,SL
12,2020-11-04 16:59:00,2020-11-05 12:23:00,1.0,14038.03401,14739.9357105,0.048000000000000036,TP
13,2020-11-05 22:59:00,2020-11-06 09:30:00,1.0,15550.514979999998,15317.257255299997,-0.017000000000000057,SL
14,2020-11-12 09:59:00,2020-11-12 10:20:00,1.0,16065.038989999997,15824.063405149996,-0.017000000000000053,SL
15,2020-11-17 11:59:00,2020-11-18 03:49:00,1.0,17012.05506,17862.657812999998,0.04799999999999995,TP
