,lookback,holding,sharpe,cum_return,max_drawdown,num_trades,avg_holding_hours
48,240,24,-0.021970626800296086,0.9753465604918774,-0.1902576570325507,72,10.413657407407406
49,240,48,0.516485027802078,1.1648349846557238,-0.21451319895896104,67,16.280597014925373
50,240,72,0.2076836123031645,1.0449452651694993,-0.21451319895896048,66,20.689898989898992
51,240,96,0.024219178110535696,0.9790584160358425,-0.234892654829981,66,23.57424242424242
52,240,120,0.11158550768418475,1.0083315190801916,-0.2476476834801743,65,24.926923076923078
53,240,180,0.12198312003052049,1.0122958878074884,-0.25985985482936147,65,27.696153846153845
54,240,480,0.2720217482328803,1.0745029639899943,-0.24479019066174035,64,33.0484375
55,240,720,0.03706326494784117,0.9786001493533646,-0.24479019066174035,63,28.451587301587303
56,480,24,0.13348060992347613,1.01826862926342,-0.16173239578145548,62,10.32741935483871
57,480,48,0.27695235413913144,1.0669389146662778,-0.16563866788548254,59,15.306214689265538
58,480,72,0.0006876310749625586,0.973748349708984,-0.20650689430109337,59,18.649717514124294
59,480,96,-0.22032003354706825,0.9082003079157454,-0.2328855062519527,59,20.655932203389828
60,480,120,-0.2056248590824329,0.9079505665457475,-0.2561549732285051,59,21.94322033898305
61,480,180,-0.14030394429185497,0.9265601871260052,-0.2561549732285052,59,23.977118644067797
62,480,480,-0.1008034336042075,0.9353521723802615,-0.27390014018716624,58,27.04597701149425
63,480,720,-0.4199066128698589,0.85186900945379,-0.27390014018716624,57,21.85994152046784
64,720,24,0.1719546081279746,1.0258507262426633,-0.1756372148705555,48,11.154861111111112
65,720,48,0.24827301860259976,1.0513214519175693,-0.16932424281362757,45,16.67111111111111
66,720,72,0.148079489727429,1.0220575025740009,-0.21166130468940392,45,19.99851851851852
67,720,96,-0.04648442236108392,0.96769617640677,-0.22393904057145364,45,22.269259259259258
68,720,120,-0.03774900779244392,0.9674300745713806,-0.23561760188435266,45,23.957037037037036
69,720,180,0.033158492815280695,0.9872588045585174,-0.2356176018843531,45,26.623703703703704
70,720,480,0.06906856656545442,0.9966267495365301,-0.2538527083737998,44,30.729166666666668
71,720,720,-0.2720864433104746,0.9076746352791712,-0.2538527083737998,43,23.94031007751938
